# name, x, y, type, yaw, hubheight, options
WAF1-WTG0093,630739.0824,4016059.949,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0094,631140.0087,4015866.089,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0095,631562.7725,4015801.896,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0096,631979.0926,4015780.944,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0097,631169.0091,4014899.945,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0098,631608.4372,4014858.029,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0099,632183.0594,4015284.871,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0100,625652.9439,4014351.804,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0101,626108.8697,4014350.935,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0102,626480.1442,4014025.862,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0103,627614.9371,4014222.834,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0104,631982.0071,4014478.239,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0105,632454.7617,4014547.905,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0106,632842.0665,4014056.426,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0107,633173.9293,4014476.822,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0108,633551.952,4014780.737,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0109,633864.391,4014938.417,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0110,634106.015,4014195.929,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0111,632672.9346,4018892.996,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0112,630764.7894,4013532.879,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0113,631181.8866,4013280.11,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0114,631535.8201,4013633.898,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0115,631996.0035,4013335.893,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0116,632393.072,4013253.87,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0117,633729.0003,4013348.161,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0118,634045.8444,4013476.898,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0119,630725.9026,4012389.179,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0120,632940.4486,4011705.021,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0121,633720.1055,4012033.009,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0122,634125.8709,4012036.3,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0123,634421.9172,4012539.774,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0124,634815.9157,4012566.161,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0125,632917.7072,4010840.037,NREL GE1.79-100 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
WAF1-WTG0126,633268.1947,4010842.952,NREL GE2.3-116v2 Joukowski Jul2024,155.25, ,AMRparam_Actuator_epsilon:[5;5;5] AMRparam_Actuator_output_frequency:1 
